wavelength,throughput
2.738146421018372,0.00015445395312707177
2.7388253750888603,0.0001562455977947763
2.7395043266920296,0.00015804947211372212
2.740183275824277,0.00015986545955606107
2.740862222482061,0.00016169352732522664
2.7415411666618446,0.00016353364081041926
2.742220108360071,0.00016538578779019597
2.7428990475731303,0.0001672498727094266
2.743577984297525,0.0001691258910678949
2.744256918529712,0.00017101372925003316
2.744935850266122,0.00017291343077623927
2.7456147795031924,0.00017482489091871545
2.7462937062374206,0.000176748094133179
2.746972630465266,0.00017868292679742856
2.7476515521831537,0.00018062934206800776
2.7483304713875674,0.00018258730329072097
2.7490093880749944,0.0001845567364688329
2.749688302241902,0.0001865376082592697
2.7503672138847093,0.00018852978371625403
2.7510461229999463,0.00019053325062838363
2.7517250295840903,0.00019254791925980063
2.7524039336335897,0.0001945736615084404
2.7530828351449257,0.0001966105452534144
2.7537617341146112,0.00019865843798731956
2.7544406305391336,0.00020071729789765042
2.7551195244149267,0.000202786976246527
2.755798415738528,0.00020486740227592244
2.7564773045064364,0.00020695852322423104
2.757156190715126,0.00020906024048066704
2.7578350743610773,0.00021117249662776975
2.758513955440827,0.0002132952201786721
2.759192833950879,0.00021542828443862973
2.7598717098876855,0.0002175716516187627
2.7605505832477943,0.0002197251853987415
2.7612294540277236,0.00022188882385358122
2.7619083222239644,0.00022406246892215653
2.76258718783301,0.00022624604337365944
2.7632660508514157,0.000228439422062295
2.763944911275701,0.0002306425493939321
2.7646237691023328,0.000232855298098896
2.7653026243278758,0.00023507760047648617
2.765981476948865,0.00023730934446889788
2.7666603269618024,0.0002395504486575926
2.767339174363206,0.00024180080773898588
2.768018019149642,0.00024406030073281356
2.7686968613176455,0.0002463288397082358
2.769375700863694,0.0002486063255945477
2.77005453778438,0.0002508926333204052
2.7707333720762493,0.0002531876805470082
2.7714122037358098,0.00025549134611565865
2.772091032759613,0.0002578035345287755
2.772769859144233,0.0002601241760807323
2.7734486828862095,0.0002624530429389489
2.7741275039820548,0.00026479011311794187
2.7748063224283723,0.0002671352564561045
2.775485138221719,0.0002694883798356441
2.7761639513586056,0.0002718493317991554
2.776842761835627,0.0002742180349840649
2.7775215696493616,0.0002765943583077008
2.778200374796346,0.0002789781996418816
2.7788791772731405,0.00028136940270281647
2.77961679537729,0.00028376786991469516
2.780295595049289,0.0002861735349554358
2.7809743920402252,0.00028858623014413147
2.7816531863466643,0.0002910058437962573
2.7823319779651423,0.0002934322530080385
2.783010766892294,0.00029586533250291363
2.7836895531247032,0.0002983049698594716
2.7843683366589023,0.0003007510796463802
2.785047117491522,0.0003032034927598034
2.785725895619164,0.00030566206259894166
2.786404671038384,0.0003081267109277423
2.7870834437457845,0.0003105973256059624
2.787762213737993,0.0003130737117199779
2.7884409810115853,0.00031555578280217207
2.7891197455631405,0.0003180434295677103
2.789798507389306,0.00032053656222597266
2.7904772664866844,0.0003230351052442618
2.7911560228518253,0.00032553885511356606
2.7918347764814015,0.0003280476940428787
2.7925135273720256,0.0003305614951763259
2.7931922755202585,0.00033308014290577774
2.7938710209227584,0.0003356034865549167
2.794549763576158,0.00033813143083801916
2.7952285034770368,0.0003406637902727611
2.795907240622034,0.00034320045241867587
2.796585975007801,0.00034574140261195717
2.7972647066309397,0.00034828644761817495
2.7979434354880666,0.00035083553047605894
2.798622161575854,0.0003533883917022284
2.7993008848909224,0.0003559449861972157
2.799979605429871,0.0003585051889149069
2.800658323189392,0.00036106884205006854
2.801337038166121,0.0003636358712537422
2.802015750356644,0.00036620612004011494
2.80269445975767,0.0003687794442686758
2.8033731663658443,0.00037135574372112854
2.8040518701777595,0.00037393487757045145
2.804730571190121,0.0003765168129578713
2.8054092693995885,0.0003791013546483835
2.8060879648027686,0.0003816884101161178
2.8067666573963574,0.00038427783993062996
2.8074453471770284,0.0003868695207118604
2.8081240341414038,0.0003894633600229912
2.808802718286167,0.00039205921829801643
2.8094813996080115,0.00039465697426972854
2.8101600781035683,0.0003972565195119953
2.8108387537695187,0.0003998577572875456
2.811517426602564,0.0004024605471593916
2.812196096599352,0.00040506477523857555
2.812874763756555,0.00040767032126894705
2.8135534280708905,0.0004102770549594997
2.8142320895390136,0.00041288490957428956
2.814910748157597,0.00041549377738599907
2.8155894039233673,0.00041810352053542115
2.8162680568329925,0.00042071401274862565
2.8169467068831406,0.0004233252066857723
2.817625354070551,0.00042593694610653667
2.8183039983919023,0.0004285492135615067
2.81898263984386,0.00043116183160493335
2.819661278423176,0.00043377457961146863
